Time,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Unnamed: 45,Units,Reference,Data Access And Licensing,Unnamed: 49,Unnamed: 50,Unnamed: 51,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
GDP.Nominal GDP[1],,,,,,,,,,,29581.7,31117.34,32530.15,33917.99,35738.36,37732.28,39969.54,42275.03,43699.38,45849.95,49277.72,51664.24,54144.09,57203.26,61837.12,66613.72,72952.01,78989.45,83646.0,84313.3,89868.72,95793.95,100856.5,105891.34,110014.02,112517.43,117230.76,123707.45,131725.34,139445.97,139000.53,155566.54,172201.37,184653.7,,B$/year,Work bank Norminal - https://data.worldbank.org/indicator/NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP.nominal gdp growth rate[1],,,,,,,,,,,0.0519118238640781,0.0454026597389109,0.0426631909167341,0.0536697487085763,0.0557921516264316,0.0592929979317444,0.057681174214164,0.0336924657415973,0.0492128263604655,0.074760604973397,0.0484300004139801,0.0479993511953335,0.0565005340379718,0.0810069216334873,0.0772448652201137,0.0951499180649271,0.0827590631156017,0.0589515435289143,0.0079776677904502,0.0658901976319276,0.0659320617896861,0.0528483270603206,0.0499208281072613,0.0389331176657129,0.0227553724516202,0.0418897765439541,0.0552473599932305,0.0648133156087204,0.0586115776964402,-0.0031943554912343,0.119179473632223,0.106930642026235,0.0723126070367502,,,dmnl,calculated from the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP.nominal gdp growth rate deviation from average in calibration period summed[1],,,,,,,,,,,0.0,0.0054266552519742,0.0173624746291157,0.0320377628284339,0.03570649323591,0.0372528207255307,0.0392073395412228,0.0395500346393345,0.0631960480137895,0.0713217007693763,0.088743826626721,0.0976523053287932,0.106991433249512,0.107829378327593,0.131497820845028,0.151404206949089,0.189215645897964,0.214636229897513,0.216249294310375,0.265610105635977,0.274161824151852,0.282755406825486,0.287245558881218,0.294663209890009,0.313068571340348,0.34765167800478,0.363100380576879,0.3651914996997,0.372666336192368,0.373939434772756,0.434472269380043,0.496313263896214,0.545905426806396,0.560879554727094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP.Real GDP in 2021c$[1],43854.51508,44699.33549,44831.88578,45991.32752,48141.10971,49923.68081,51596.80183,53518.58999,55976.01713,58056.74877,59661.75146,60203.77229,60971.15608,61866.23271,63497.83093,65441.01599,67844.03835,70500.87422,72266.38494,74839.13696,78422.8598,80300.12431,82482.24734,85513.12819,89893.53336,93980.14014,98838.065,103967.1853,106853.3915,106065.5534,111468.0734,115823.4685,119452.3302,123321.3718,127518.9177,131747.0617,136026.5689,141209.7539,146356.5529,150600.8931,146253.4326,155602.9417,160739.8675,165806.0821,,Bc$/year,World bank 2021 - https://data.worldbank.org/indicator/NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP.real GDP growth rate[1],0.0192641603369429,0.002965374955734,0.0258619890693343,0.0467432080334088,0.0370280434069371,0.0335135749779264,0.0372462651141028,0.0459172624028244,0.0371718415614969,0.0276454111538082,0.0090848963822893,0.0127464403111408,0.0146803289874571,0.0263730010464379,0.0306023848616525,0.0367204317299598,0.0391609334381551,0.0250423947154283,0.0356009508727475,0.0478856783438781,0.0239377206440512,0.0271745909330835,0.0367458568085131,0.0512249436164615,0.0454605200980833,0.0516909727178877,0.0518941796361553,0.0277607419270973,-0.0073730752851208,0.0509356697515707,0.0390730275239512,0.0313309707177349,0.0323898377999159,0.0340374570825202,0.0331569940857488,0.0324827525166736,0.0381042103900336,0.0364479000766816,0.029000001133533,-0.0288674284096924,0.0639267669400328,0.0330130378248498,0.031518096156201,,,dmnl,calculated from the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GDP.real gdp growth rate deviation from average in calibration period summed[1],0.0,0.0122781726023043,0.0408551305858175,0.0465354744557304,0.061736349549892,0.0672220600175819,0.0691933020562611,0.0748972342311167,0.0892721636946939,0.0949016723169436,0.0987985941023825,0.12125603065934,0.140051923287447,0.156913927239237,0.162083259132046,0.163023207209641,0.168201306000353,0.175819906499261,0.18231984472308,0.18637846265658,0.202721808061211,0.210326420356407,0.214694162362571,0.219897686231837,0.239580296909051,0.253498484067888,0.273647123846528,0.293998970543436,0.297780561555586,0.336695969779954,0.356089306592278,0.363620001176982,0.363831363398494,0.364678868259163,0.367173992402436,0.368788653548937,0.369729073126363,0.37629095057715,0.381196517714584,0.383738849520298,0.444148610869238,0.476533044870024,0.478003749755626,0.478027986538673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inflation.GDP_difference[1],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,B$/Year,This is the base year for our RealGDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government.debt to GDP ratio[1],0.476,,,,,,0.543,,,,0.62,,,,,,,,,,0.665,,,,0.698,,,,,,0.81,,,,,,,,,,1.004,0.96,0.924,,,dmnl,IMF 2023 global debt monitor – https://www.imf.org/-/media/Files/Conferences/2023/2023-09-2023-global-debt-monitor.ashx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Government.Government consumption[1],,,,,,,,,,,4756.43,5063.45,5230.94,5487.11,5724.12,5911.46,6179.01,6523.69,6834.66,7208.65,7707.06,8240.92,8756.88,9191.15,9747.98,10388.97,11293.88,12107.83,13044.41,13988.67,14459.96,15450.42,16255.05,17069.22,17703.92,18186.32,18831.28,19642.45,20856.68,22248.43,,,,,,B$/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finance.Total Investment[1],,,,,,,,,,,7703.53,7950.24,8329.13,8519.99,9013.64,9545.29,10044.42,10595.43,10621.9,11025.3,12023.35,12486.43,12916.78,14080.27,15955.47,17399.62,19414.97,21570.39,23067.65,21965.47,24515.76,26257.52,27594.57,28714.15,29981.17,30254.13,31164.1,33502.59,35737.46,37592.36,,,,,,B$/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Circular Flow.Private Consumption[1],,,,,,,,,,,17303.86,18182.7,18881.96,19946.47,21094.96,22248.21,23647.06,25000.92,26025.66,27334.01,28993.06,30683.74,32152.13,33692.66,35851.4,38163.96,41080.7,44175.23,46669.58,47874.43,49937.95,52779.48,55873.35,59027.0,61590.98,63631.53,66592.28,69881.67,74068.63,78767.64,,,,,,B$/year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment.Wage Rate[1],,,,,,,,,,,,,,,,,,,,,,,,,12281.82,12879.33,13746.73,14571.21,15352.23,15670.04,16133.73,16841.71,17536.2,18209.69,18762.36,18974.75,19548.27,20362.51,21342.85,22440.25,23211.17,24751.4,,,,$/p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment.Employed[1],,,,,,,,,,,,1996.992897,2024.749528,2046.416463,2075.987198,2107.477132,2142.509913,2181.249513,2215.999548,2256.324863,2298.338171,2324.198022,2346.719251,2375.263198,2411.769508,2447.707158,2491.443724,2536.561045,2570.802931,2588.732007,2622.029429,2657.262567,2685.830049,2713.536392,2743.181065,2768.997128,2793.836685,2817.510662,2843.050657,2868.967702,,,,,,Mp,https://rshiny.ilo.org/dataexplorer15/?id=EMP_2EMP_SEX_AGE_NB_A&ref_area=X01&sex=SEX_T&classif1=AGE_YTHADULT_YGE15&timefrom=1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment.Unemployed[1],,,,,,,,,,,,104.3814898,109.2961063,116.6093498,124.1708554,129.7358812,134.1604675,137.7479143,144.2703156,150.5395172,149.8764907,154.1688943,162.2390086,166.9697506,166.1219573,166.2344141,161.8023641,158.8028344,162.0376712,180.283839,178.7964935,176.6256964,178.1353027,178.0764294,175.3124346,177.9469497,178.3497755,176.8473277,173.3204578,169.3570031,,,,,,Mp,https://rshiny.ilo.org/dataexplorer16/?id=UNE_2UNE_SEX_AGE_NB_A&ref_area=X01&sex=SEX_T&classif1=AGE_YTHADULT_YGE15&timefrom=1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment.unemployment rate[1],,,,,,,,,,,,0.04968,0.05122,0.05391,0.05643,0.05799,0.05892,0.0594,0.06112,0.06254,0.06121,0.0622,0.06466,0.06568,0.06444,0.06359,0.06099,0.05892,0.0593,0.06511,0.06384,0.06233,0.0622,0.06159,0.06007,0.06038,0.06,0.05905,0.05745,0.05574,,,,,,dmnl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment.share of employment in agriculture[1],,,,,,,,,,,,0.433793097,0.431040053,0.423876797,0.417898543,0.410604847,0.404024962,0.400453047,0.399915337,0.400295459,0.398046338,0.393208394,0.389145255,0.383116356,0.371587771,0.361511974,0.351681603,0.343160173,0.337984498,0.333435759,0.327562137,0.31842957,0.309977972,0.301442097,0.29237739,0.285391771,0.280098452,0.274776649,0.268431781,0.263627403,0.270433543,0.266786965,0.263639022,,,dmnl,World bank World Development Indicators,SL.AGR.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment.share of employment in industry[1],,,,,,,,,,,,0.21439051,0.213195079,0.213025412,0.212287362,0.211868781,0.212516395,0.212280745,0.2099849,0.207744861,0.206254661,0.206027681,0.203439646,0.203975918,0.207120556,0.211391199,0.216267234,0.221939985,0.222800987,0.222431354,0.225761343,0.229230152,0.233407239,0.23320095,0.233659336,0.232336341,0.232849619,0.233931318,0.235261953,0.23547198,0.234165811,0.237351355,0.238913003,,,dmnl,World bank World Development Indicators,SL.IND.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Employment.share of employment in services[1],,,,,,,,,,,,0.351816389,0.355764863,0.363097798,0.369814104,0.377526402,0.383458652,0.387266214,0.390099748,0.39195969,0.395698985,0.400763929,0.407415089,0.412907726,0.421291674,0.427096808,0.432051175,0.434899844,0.43921452,0.444132884,0.446676534,0.452340277,0.456614793,0.465356956,0.473963287,0.482271916,0.487051929,0.491292022,0.496306271,0.500900635,0.495400641,0.495861701,0.49744797,,,dmnl,World bank World Development Indicators,SL.SRV.EMPL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inflation.agriculture percentage of GDP[1],,7.091070056,7.160245976,7.000936991,6.871556312,6.69581436,5.982045783,5.457013961,5.274454152,5.197272717,5.031901638,4.568664465,4.023159647,3.829886582,3.904620634,3.878179629,4.019192685,3.923334821,3.802685123,3.476209367,3.353153168,3.330160829,3.289579094,3.281614385,3.32151291,3.195180958,3.17072354,3.346250384,3.511614922,3.626174668,3.830790424,3.972440741,4.009441647,4.14482512,4.127597395,4.21044204,4.156255146,4.120280963,3.946040422,4.00498167,4.344397312,4.274546047,4.273128982,4.122959103,,dmnl,"World Bank national accounts data, and OECD National Accounts data files. ID: NV.AGR.TOTL.ZS",�CC BY-4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographics.nominal GDP per person[1],,,,,,,,,,,5.564469793,5.755812954,5.922448407,6.081289873,6.313385848,6.569883025,6.861552452,7.157396787,7.298663657,7.556324187,8.014072145,8.291821212,8.577407463,8.94653883,9.549026118,10.15735454,10.98440568,11.74398666,12.27993915,12.22231967,12.86484769,13.54336934,14.08276377,14.60450678,14.99030097,15.15060288,15.60273667,16.27767643,17.14327733,17.95838369,17.72750482,19.66882472,,,,B$/Mp/year,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographics.real GDP per person[1],,,,,,,,,,,11.22268206,11.13596639,11.1004261,11.09224027,11.21725527,11.39448292,11.6467547,11.93618859,12.06992038,12.3339018,12.75396784,12.88772029,13.06668639,13.37417696,13.8815601,14.33022512,14.88207662,15.45762425,15.68698019,15.37559436,15.95682888,16.37514699,16.67933101,17.00845234,17.37548502,17.73989516,18.10435021,18.58066497,19.04744354,19.39495722,18.65250753,19.67342711,,,,Bc$/Mp/year,Calculated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demographics.Aged 0 Years[1],118.225618,120.686633,123.567353,124.5826595,125.0701095,127.2393775,129.854164,132.5122005,133.263911,133.604332,134.885147,133.143891,130.0193005,128.886946,128.27177,127.897231,127.510388,127.0891285,126.803747,126.796451,127.784047,128.678615,128.85582,129.210663,129.8922165,130.7096065,131.601531,133.047815,134.7655155,136.1551515,136.963412,137.6089515,139.070879,139.7837415,139.590624,139.3096225,139.262152,139.420593,137.6900235,135.4713315,133.3451865,131.409182,,,,Mp,https://population.un.org/wpp/Download/Standard/MostUsed/,Creative Commons license CC BY 3.0 IGO (http://creativecommons.org/licenses/by/3.0/igo/),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
